Word	POS	NEG
get	222	0
lasik	1	0
everyone	9	0
set	282	0
around	22	1
this	845	390
actual	8	6
past	16	0
with	392	0
cash	3	0
have	946	0
sound	249	93
where	23	4
son	28	0
bed	59	0
cable	1	0
any	61	15
one	315	0
clock	1098	0
another	66	28
star	64	4
the	3144	0
frustrate	1	0
whether	9	0
mom	6	0
individual	4	0
price	67	0
the	3144	0
clock	1098	411
off	188	0
year	146	0
set	282	0
setup	11	0
the	3144	0
switch	47	1
use	278	39
one	315	0
terrible	0	8
the	3144	1108
this	845	232
itself	36	4
wake	237	0
sight	4	0
the	3144	0
for	807	73
the	3144	501
buy	167	0
for	807	120
and	1484	343
and	1484	267
the	3144	392
off	188	0
nagging	1	0
warn	4	0
dst	12	1
url	2	0
exist	2	0
but	349	111
bedroom	20	0
interfere	2	0
fairly	10	0
listen	17	0
price	67	15
seagull	7	0
few	51	39
turn	111	23
with	392	67
alarm	830	115
light	263	92
well	106	0
and	1484	10
good	161	0
correct	28	6
alarm	830	0
clock	1098	224
american	2	0
awesome	13	2
all	157	51
child	12	0
room	90	34
improvement	4	2
time	500	0
some	74	5
for	807	0
difference	5	0
particular	2	0
review	48	1
button	166	0
can	296	0
very	273	80
not	680	434
ticking	4	0
other	130	0
clock	1098	0
good	161	0
nap	29	0
the	3144	0
the	3144	0
this	845	0
the	3144	0
feature	117	9
work	206	49
not	680	0
one	315	0
clock	1098	292
clock	1098	14
allow	16	0
silver	6	4
the	3144	0
little	122	0
the	3144	137
and	1484	0
people	32	0
such	15	5
tend	6	0
that	642	229
small	93	0
definitely	23	9
for	807	0
button	166	0
enough	98	0
colon	9	0
sensitive	5	4
oregon	4	0
setting	73	0
reason	17	1
automatically	26	0
the	3144	1489
various	2	0
sound	249	145
install	3	2
very	273	0
could	72	13
purchase	85	0
the	3144	0
intelligently	1	0
concern	10	0
over	63	27
see	144	0
while	39	0
simple	63	0
which	145	38
who	86	0
seller	3	1
day	85	55
turn	111	0
figure	20	5
the	3144	400
basic	7	0
you	682	129
easy	241	0
inch	14	0
this	845	324
number	84	18
after	82	45
arm	10	0
this	845	164
set	282	61
try	39	42
fine	46	8
why	0	4
later	12	0
functionality	8	3
refuse	0	2
dimmer	8	3
alarm	830	117
alarm	830	60
but	349	164
neat	7	0
nap	29	0
lego	19	0
new	39	9
she	147	0
phone	14	0
temperature	20	2
ago	24	6
push	29	1
that	642	288
you	682	224
jail	1	0
clock	1098	0
alarm	830	0
always	29	2
and	1484	520
sleep	116	0
its	81	0
digital	43	0
give	58	11
not	680	92
time	500	206
compact	29	0
electrical	5	0
when	235	103
release	0	1
about	121	21
change	69	7
reminder	1	0
love	166	0
but	349	0
cellphone	2	0
she	147	0
degree	5	0
want	111	0
rrb	335	0
the	3144	169
like	247	0
foot	9	0
zone	25	0
light	263	13
and	1484	0
cheap	0	27
the	3144	0
and	1484	0
large	67	0
easy	241	0
say	76	0
the	3144	976
for	807	39
you	682	0
can	296	11
few	51	0
get	222	41
that	642	308
print	4	0
keep	71	16
bubblegum	0	1
very	273	0
the	3144	0
set	282	0
amazing	9	0
dislike	2	0
price	67	0
could	72	37
other	130	39
the	3144	770
watch	16	0
make	153	0
the	3144	0
neither	0	2
the	3144	0
shift	4	0
really	106	36
setting	73	22
backwards	2	0
clock	1098	312
batting	1	0
cataract	1	0
cute	19	3
they	178	0
screen	16	6
other	130	0
all	157	4
aaa	13	0
the	3144	0
hardware	3	1
item	27	19
out	146	0
and	1484	542
hard	36	19
the	3144	1680
love	166	0
that	642	258
also	127	39
the	3144	0
still	69	0
from	136	10
everywhere	5	0
company	13	1
old	71	0
love	166	0
also	127	0
read	121	0
effective	7	0
powernap	1	0
enough	98	0
and	1484	363
take	71	0
have	946	0
the	3144	1219
not	680	245
get	222	0
turn	111	0
any	61	0
ease	8	3
these	55	0
durability	7	0
read	121	0
satisfy	6	0
just	183	0
instead	23	2
live	20	0
know	49	0
perfect	69	0
become	13	2
cheap	23	41
rrb	335	0
the	3144	818
not	680	356
across	27	0
seem	41	29
time	500	0
feeling	1	0
which	145	0
rrb	335	7
require	13	0
timex	18	3
same	34	24
amazon	31	32
than	108	0
for	807	0
would	206	42
turn	111	33
have	946	0
replacement	15	6
you	682	216
lrb	291	0
some	74	12
believe	4	6
several	33	3
generous	1	0
sound	249	144
all	157	33
night	134	21
the	3144	0
snooze	121	0
but	349	0
both	20	14
huge	16	0
night	134	0
without	52	0
set	282	0
mind	9	0
around	22	0
handy	14	0
when	235	49
huge	16	0
also	127	0
can	296	13
but	349	0
clock	1098	384
have	946	118
rrb	335	116
stock	5	0
vague	0	2
dim	24	0
but	349	204
the	3144	0
twice	12	0
morning	66	0
what	124	0
also	127	0
set	282	11
acceptable	0	2
use	278	67
battery	180	0
sense	2	2
black	10	0
mom	6	0
college	8	0
recommend	69	0
clock	1098	0
wish	19	11
display	151	0
not	680	193
actual	8	0
get	222	0
dont	3	2
available	11	0
neighbor	7	0
lrb	291	0
and	1484	0
about	121	0
update	13	8
wake	237	0
frequent	3	0
beach	1	0
inspire	2	0
enhance	1	0
also	127	0
three	25	5
even	88	13
the	3144	190
look	133	5
the	3144	723
time	500	57
weight	0	5
recommend	69	0
look	133	15
backlit	2	2
have	946	0
you	682	124
little	122	22
alarm	830	218
favorite	14	0
love	166	0
alarm	830	251
battery	180	0
room	90	12
the	3144	0
the	3144	999
mine	25	0
not	680	0
make	153	0
the	3144	0
reliability	3	3
set	282	78
like	247	0
sun	5	7
within	9	10
numeral	9	0
alarm	830	0
many	46	2
alarm	830	0
play	0	6
when	235	0
include	23	2
for	807	0
husband	29	1
would	206	89
alarm	830	232
the	3144	786
sleep	116	0
shelf	6	0
find	122	0
the	3144	1225
which	145	0
medium	4	1
under	24	0
the	3144	0
the	3144	0
and	1484	579
display	151	0
too	119	15
not	680	23
the	3144	1179
watchmaker	0	1
remember	8	0
cricket	4	2
can	296	0
almost	20	11
just	183	11
you	682	288
find	122	0
happene	1	0
she	147	30
important	9	0
discernable	0	1
wake	237	0
out	146	0
light	263	0
nearsighted	4	0
but	349	0
turn	111	34
the	3144	0
set	282	0
setting	73	12
work	206	60
too	119	0
want	111	0
unbelievably	1	1
deep	11	0
the	3144	1342
which	145	0
with	392	0
and	1484	0
the	3144	0
feature	117	30
actually	0	2
the	3144	0
perfectly	19	0
red	30	0
alarm	830	0
option	24	0
alarm	830	222
time	500	240
industrial	2	0
daylight	15	0
nearly	6	6
mate	5	0
find	122	0
rrb	335	0
longer	17	7
small	93	0
live	20	0
precise	2	0
could	72	0
instruction	30	1
turn	111	15
blue	21	10
and	1484	0
she	147	5
rrb	335	0
love	166	0
nephew	3	0
work	206	146
clock	1098	0
sign	4	0
odd	3	0
you	682	0
learn	9	0
can	296	0
buy	167	24
not	680	490
fine	46	24
alarm	830	0
would	206	136
all	157	13
that	642	0
limb	1	0
the	3144	808
aware	3	0
the	3144	0
fumble	8	0
breeze	4	0
light	263	11
list	6	3
huge	16	0
only	186	0
while	39	13
almost	20	3
low	22	4
very	273	13
this	845	274
great	204	11
and	1484	0
most	41	14
dim	24	0
much	73	0
the	3144	1080
the	3144	0
this	845	227
sooner	2	0
popping	0	1
also	127	0
pleased	14	4
low	22	6
twice	12	2
unfortunately	0	9
this	845	345
one	315	0
use	278	0
frequency	0	5
slam	1	0
finally	23	0
adorable	3	0
the	3144	0
and	1484	391
bother	12	8
about	121	0
playing	0	1
the	3144	319
burn	0	5
and	1484	442
clock	1098	0
with	392	0
the	3144	1068
past	16	0
not	680	302
different	53	16
expectation	2	1
fail	9	7
potentially	1	0
with	392	0
time	500	36
very	273	0
the	3144	0
play	13	9
because	76	0
now	78	0
they	178	26
yet	29	0
vibration	11	1
several	33	7
alarm	830	0
clock	1098	0
ago	24	7
that	642	0
will	121	34
when	235	0
not	680	51
obnoxiously	2	0
owner	1	1
you	682	31
button	166	0
require	13	4
easy	241	0
than	108	0
overall	23	0
medium	4	0
pinch	0	1
through	42	13
clunk	2	0
that	642	0
notch	0	4
and	1484	0
clock	1098	530
volume	55	22
thanks	5	0
not	680	236
have	946	0
clock	1098	290
snooze	121	11
the	3144	115
alarm	830	0
inspire	2	0
who	86	0
out	146	41
once	31	8
below	0	2
and	1484	303
rrb	335	0
daylight	15	4
headphone	0	6
clock	1098	0
yes	15	0
launchpad	1	0
difficult	15	13
alarm	830	0
have	946	128
this	845	418
hate	8	0
beautiful	4	0
the	3144	200
durability	7	0
the	3144	0
product	86	63
stop	7	39
the	3144	0
all	157	32
clock	1098	0
annoying	27	0
five	11	0
demand	2	1
clock	1098	0
very	273	65
straight	9	0
what	124	0
winter	5	0
unless	0	5
only	186	58
will	121	0
not	680	429
button	166	0
adjustment	6	2
solar	14	0
existent	1	0
can	296	37
here	16	0
clock	1098	270
actually	28	27
clock	1098	299
this	845	39
the	3144	0
you	682	0
rrb	335	0
also	127	16
size	47	0
buzz	11	7
great	204	0
factor	4	0
whatsoever	1	0
display	151	0
heavenly	1	0
spec	1	0
clock	1098	0
not	680	0
clock	1098	328
glass	23	0
little	122	0
shop	0	3
accuracy	1	2
drown	3	0
trim	1	0
mart	1	1
hope	15	4
seam	0	3
finally	23	0
much	73	0
but	349	12
have	946	0
month	39	14
without	52	0
good	161	3
the	3144	1566
prefer	16	0
that	642	0
have	946	0
button	166	0
time	500	0
the	3144	1100
the	3144	0
the	3144	1539
for	807	0
loud	108	7
just	183	75
snooze	121	0
look	133	0
and	1484	0
year	146	15
not	680	391
time	500	64
color	40	0
medium	4	0
the	3144	20
four	10	2
summer	5	0
get	222	75
blink	3	0
put	45	0
would	206	85
the	3144	542
would	206	108
many	46	0
the	3144	1050
boy	6	0
the	3144	269
need	124	0
and	1484	0
use	278	7
they	178	69
more	117	0
and	1484	0
you	682	0
read	121	36
highly	33	0
with	392	0
and	1484	0
outage	16	1
beyond	0	4
sleep	116	28
will	121	43
and	1484	0
without	52	0
hour	54	23
power	75	1
that	642	153
home	29	0
within	9	13
can	296	65
fold	24	0
for	807	0
large	67	0
morning	66	0
money	0	13
option	24	0
wake	237	0
the	3144	0
think	68	10
would	206	90
who	86	11
how	51	19
book	2	2
from	136	39
report	9	0
techno	2	0
that	642	0
best	49	0
the	3144	0
get	222	0
surface	4	0
anyone	25	7
new	39	24
complain	12	0
wacko	1	0
there	117	0
maximum	2	0
invest	1	0
the	3144	0
clock	1098	373
have	946	0
poor	2	16
arm	10	0
with	392	0
hear	43	0
second	28	11
channel	2	0
australia	1	0
stormtrooper	5	0
waste	0	16
lcd	20	0
even	88	52
and	1484	0
keep	71	45
bulb	0	3
highly	33	0
the	3144	0
with	392	120
and	1484	0
from	136	35
travel	131	0
bright	85	32
storm	9	1
which	145	17
the	3144	988
impossible	0	2
alarm	830	0
few	51	0
card	7	0
see	144	17
one	315	54
properly	6	2
the	3144	1405
six	4	2
its	81	0
for	807	129
lrb	291	0
and	1484	0
lil	1	0
this	845	293
the	3144	1127
aware	3	1
lightbulb	1	2
button	166	0
alkaline	3	0
that	642	167
use	278	0
what	124	29
simple	63	0
should	37	6
see	144	10
figure	20	0
list	6	4
alarm	830	129
brook	3	0
the	3144	248
length	5	0
satisfied	6	0
large	67	0
one	315	0
alarm	830	262
craigslist	0	1
the	3144	0
wake	237	0
complicated	5	0
you	682	0
the	3144	1149
like	247	0
time	500	0
that	642	0
notice	9	10
money	20	18
this	845	0
last	36	14
colon	9	0
can	296	0
keeper	1	0
time	500	0
alarm	830	120
use	278	0
wake	237	0
the	3144	1623
make	153	0
they	178	0
and	1484	0
sleep	116	2
the	3144	521
you	682	0
lrb	291	0
the	3144	0
wake	237	0
for	807	0
this	845	0
then	57	56
ask	5	0
criterion	1	2
lrb	291	92
two	77	0
falm	1	0
this	845	298
the	3144	503
find	122	0
say	76	0
year	146	0
couldnt	3	0
led	16	0
year	146	8
have	946	130
sure	35	0
really	106	10
complicate	3	1
only	186	0
unfortunately	0	9
darth	22	0
number	84	0
sound	249	0
wake	237	0
port	1	0
many	46	4
easily	54	0
and	1484	0
smooth	1	2
annoying	27	6
coby	0	8
travel	131	0
suit	4	0
for	807	0
change	69	0
reset	31	0
well	106	0
the	3144	0
you	682	223
two	77	0
number	84	5
wind	9	0
and	1484	514
cheap	23	36
especially	25	0
dial	32	15
not	680	160
read	121	0
alarm	830	0
distraction	2	0
appearance	2	2
stop	0	36
put	45	14
only	186	0
alarm	830	0
disappointing	4	6
enjoy	15	0
clock	1098	0
night	134	6
prescription	1	0
turn	111	28
time	500	0
best	49	5
drawback	6	0
different	53	0
make	153	49
loud	108	0
sunrise	16	0
more	117	10
travel	131	0
alarm	830	0
point	10	6
make	153	0
light	263	0
bigger	14	0
even	88	0
time	500	170
quit	1	3
the	3144	1140
wookie	0	1
you	682	0
for	807	0
clock	1098	367
turn	111	0
when	235	0
compact	29	0
this	845	271
have	946	0
have	946	0
you	682	0
color	40	0
that	642	151
the	3144	93
hit	26	16
for	807	0
interruption	1	0
the	3144	0
con	15	0
button	166	59
well	106	0
sound	249	154
expensive	16	0
work	206	43
flaw	0	9
rain	12	0
and	1484	0
large	67	0
prefer	16	0
alarm	830	7
day	85	56
than	108	0
she	147	0
the	3144	0
time	500	0
use	278	0
because	76	20
like	247	0
from	136	0
related	2	1
wwvb	1	0
not	680	0
another	66	0
clock	1098	0
nyah	0	2
break	15	13
full	6	7
light	263	0
clock	1098	220
display	151	13
actually	28	15
enough	98	10
use	278	0
very	273	0
fold	24	0
the	3144	1183
agree	9	0
with	392	0
try	39	15
today	6	3
than	108	0
for	807	0
set	282	0
bit	39	8
prominent	2	1
house	23	0
only	186	59
very	273	52
work	206	57
alarm	830	0
place	17	6
you	682	0
use	278	0
about	121	29
product	86	42
enough	98	0
the	3144	0
just	183	72
space	9	2
and	1484	355
after	82	39
two	77	19
the	3144	667
for	807	0
the	3144	0
system	7	0
colby	0	2
lrb	291	0
and	1484	0
want	111	25
check	21	0
display	151	0
about	121	40
little	122	0
pixel	3	0
adjustment	6	0
this	845	106
not	680	49
rrb	335	40
power	75	0
such	15	0
number	84	0
china	0	8
alarm	830	0
and	1484	385
love	166	0
those	29	12
product	86	21
here	16	4
the	3144	1321
disappointed	0	8
use	278	88
that	642	89
only	186	0
recently	9	2
bright	85	18
just	183	0
anyone	25	0
would	206	0
before	35	0
some	74	0
just	183	28
actually	28	7
feature	117	0
enough	98	0
find	122	0
put	45	0
star	64	0
room	90	20
alarm	830	246
from	136	50
not	680	0
alarm	830	239
have	946	0
jig	0	1
home	29	0
clock	1098	319
reasonably	3	0
night	134	0
phillips	0	1
four	10	3
light	263	96
the	3144	395
immediately	0	2
sunrise	16	0
for	807	0
well	106	29
real	19	0
sound	249	0
only	186	0
easy	241	0
fan	23	0
not	680	435
bubble	1	0
weekend	13	2
for	807	0
minute	90	52
sleep	116	0
look	133	24
multiple	4	0
electrical	5	0
always	29	0
the	3144	0
snooze	121	17
alarm	830	0
green	20	0
moonbeam	8	0
make	153	0
surface	4	0
like	247	0
benefit	3	1
grapefruit	1	0
the	3144	0
white	14	18
press	39	0
sheesh	0	1
seem	41	20
sleep	116	0
this	845	355
you	682	0
light	263	0
cool	30	0
only	186	0
anyone	25	0
the	3144	0
voice	1	0
shaker	11	0
time	500	107
dim	24	0
great	204	0
have	946	0
because	76	0
alright	1	1
you	682	0
company	13	2
intermittently	0	1
level	14	11
light	263	0
but	349	196
for	807	243
screen	16	3
not	680	280
the	3144	0
one	315	114
and	1484	469
consequence	0	1
have	946	89
each	27	4
well	106	0
room	90	0
out	146	0
use	278	0
totally	6	3
the	3144	51
get	222	0
the	3144	0
bedside	22	7
and	1484	0
light	263	30
about	121	0
easy	241	0
the	3144	887
cheap	0	27
have	946	214
pocket	6	0
head	22	0
sharper	9	4
read	121	0
alarm	830	300
but	349	227
easily	54	0
love	166	0
exactly	29	4
likely	3	2
check	21	0
clock	1098	0
the	3144	43
headphone	0	6
work	206	135
easily	54	0
allow	16	8
sleep	116	0
but	349	52
the	3144	0
clock	1098	0
mind	9	0
give	58	0
face	41	0
night	134	0
more	117	0
with	392	117
with	392	70
this	845	21
light	263	0
machine	27	5
the	3144	554
you	682	251
gift	20	11
generic	4	0
and	1484	0
works	10	0
travel	131	31
one	315	0
bedroom	20	0
supposedly	2	0
ever	24	0
you	682	0
clock	1098	159
one	315	0
and	1484	0
something	41	13
not	680	0
how	51	2
the	3144	0
wars	21	0
read	121	0
would	206	119
the	3144	535
wound	2	0
alarm	830	0
mere	0	1
tab	3	0
worry	19	0
cube	5	0
out	146	74
the	3144	438
the	3144	884
the	3144	479
bonus	10	0
rrb	335	0
zone	25	0
instruction	30	0
maker	1	2
that	642	0
more	117	0
this	845	361
desk	14	0
have	946	0
set	282	0
far	50	0
too	119	9
tough	4	0
like	247	0
such	15	3
clock	1098	146
about	121	0
time	500	153
the	3144	572
image	12	4
suitcase	7	0
confuse	3	1
purchase	85	0
the	3144	0
though	32	22
plug	37	0
for	807	0
large	67	0
even	88	9
year	146	1
look	133	21
with	392	0
the	3144	0
clock	1098	0
like	247	0
and	1484	0
have	946	0
alarm	830	0
enough	98	0
operation	5	1
recommend	69	0
yunger	1	0
the	3144	1520
relegate	1	0
only	186	0
with	392	0
set	282	0
than	108	33
minor	6	0
barely	0	7
take	71	0
sure	35	4
the	3144	0
rrb	335	121
whistle	6	0
extra	16	0
bigger	14	0
the	3144	0
clock	1098	0
have	946	302
alarm	830	0
clear	24	0
check	21	1
this	845	0
when	235	60
room	90	0
than	108	4
patient	1	0
problem	72	0
button	166	24
for	807	0
wind	9	3
how	51	14
have	946	0
the	3144	0
face	41	10
daylight	15	0
the	3144	1039
screen	16	0
press	39	1
the	3144	0
arrange	0	1
business	5	0
have	946	0
good	161	0
the	3144	1661
that	642	119
that	642	0
the	3144	967
clock	1098	305
easy	241	0
case	10	11
leg	9	0
atomic	39	8
sound	249	110
and	1484	0
gingerbread	1	0
the	3144	0
and	1484	338
bright	85	35
that	642	68
feature	117	15
return	0	47
ambient	4	0
for	807	230
unnecessary	4	0
furniture	1	0
who	86	0
two	77	0
hear	43	0
made	0	1
the	3144	462
real	19	0
little	122	12
quality	0	6
this	845	409
display	151	10
atomic	39	0
guy	8	1
rrb	335	0
than	108	0
should	37	16
from	136	53
alarm	830	0
year	146	0
tone	17	3
any	61	10
and	1484	0
what	124	0
never	36	22
not	680	244
and	1484	0
cut	9	0
easy	241	22
not	680	376
tiny	11	0
have	946	0
display	151	0
you	682	145
the	3144	1331
and	1484	0
they	178	0
alarm	830	226
present	7	2
every	38	0
after	82	0
just	183	30
hear	43	1
far	50	0
see	144	3
small	93	0
device	7	2
etc	25	0
alarm	830	0
the	3144	0
which	145	0
way	40	32
would	206	36
plain	1	1
great	204	0
new	39	29
snooze	121	1
have	946	31
control	45	0
secure	1	0
one	315	73
however	50	2
could	72	0
clock	1098	498
model	24	13
the	3144	246
nothing	16	6
morning	66	0
night	134	0
seem	41	21
find	122	26
out	146	0
snooze	121	4
oversleep	6	1
one	315	14
could	72	22
love	166	4
listen	17	0
can	296	16
alarm	830	0
buy	167	92
clock	1098	114
have	946	15
instruction	30	0
find	122	0
clock	1098	524
alarm	830	0
and	1484	392
easy	241	0
brightness	29	0
rrb	335	112
time	500	0
method	1	0
sound	249	6
its	81	0
model	24	2
easily	54	0
and	1484	0
too	119	14
not	680	368
the	3144	168
executive	3	0
also	127	0
you	682	110
bed	59	5
the	3144	925
only	186	0
backlighting	3	0
alarm	830	134
match	2	4
twice	12	1
machine	27	0
slightly	8	0
could	72	11
would	206	139
seem	41	28
have	946	0
pound	4	0
the	3144	630
both	20	8
you	682	241
for	807	201
unit	18	11
speak	2	2
clap	7	0
through	42	0
and	1484	0
charm	6	0
internet	2	0
chalk	0	1
activate	16	0
half	15	0
for	807	95
when	235	0
for	807	0
work	206	42
several	33	0
little	122	0
have	946	11
year	146	12
travel	131	0
come	58	0
open	15	10
and	1484	432
some	74	19
have	946	154
feel	20	3
last	36	2
earlier	5	0
lower	7	0
time	500	163
the	3144	885
over	63	8
sound	249	0
that	642	166
only	186	4
there	117	33
and	1484	86
definitely	23	0
initially	3	0
off	188	61
make	153	0
super	13	0
not	680	88
alarm	830	0
set	282	0
will	121	31
one	315	65
clock	1098	269
the	3144	0
time	500	0
replace	27	15
that	642	136
you	682	0
another	66	0
but	349	230
pull	5	3
irene	1	0
lack	6	5
the	3144	1500
the	3144	0
but	349	91
the	3144	0
rrb	335	0
people	32	5
expect	24	0
say	76	19
this	845	0
when	235	0
alarm	830	259
joke	0	3
never	36	19
clock	1098	0
the	3144	1380
back	98	59
ahead	0	2
last	36	0
you	682	0
than	108	0
the	3144	0
little	122	0
clothing	1	0
nightstand	13	8
die	14	0
good	161	0
they	178	0
its	81	0
mechanic	2	0
alarm	830	225
what	124	0
morning	66	12
have	946	0
clock	1098	0
seriously	3	4
most	41	0
with	392	0
pay	0	14
you	682	181
for	807	40
such	15	9
surely	0	1
off	188	0
all	157	0
enough	98	0
where	23	14
use	278	0
but	349	40
volume	55	23
dalek	11	0
hear	43	0
aaa	13	0
when	235	84
too	119	13
star	64	11
anyway	8	5
give	58	0
the	3144	1237
until	20	1
cool	30	0
small	93	0
great	204	0
clock	1098	327
get	222	0
clock	1098	0
moonbeam	8	0
progressively	3	0
quality	30	27
this	845	86
lrb	291	115
reset	31	11
thing	69	0
any	61	0
same	34	0
would	206	117
which	145	0
problem	72	0
better	41	4
this	845	0
nap	29	0
the	3144	524
too	119	41
but	349	170
that	642	0
can	296	0
while	39	4
greet	1	0
switch	47	0
awake	18	0
display	151	2
only	186	0
clock	1098	113
and	1484	0
from	136	19
necessarily	0	2
have	946	0
slightly	8	1
not	680	182
positive	1	5
unless	10	15
vice	1	0
straight	9	0
the	3144	0
notice	0	4
pic	1	1
lot	34	8
call	12	6
thing	69	36
four	10	1
have	946	0
clothes	2	0
alarm	830	67
other	130	46
what	124	0
through	42	0
stand	36	0
rrb	335	108
dimmer	8	2
its	81	18
out	146	72
nail	0	2
recall	1	2
the	3144	67
that	642	243
and	1484	0
clock	1098	393
storm	9	0
year	146	0
and	1484	0
say	76	5
and	1484	0
away	21	11
would	206	92
alarm	830	0
clip	0	6
prompt	0	1
the	3144	1233
time	500	0
but	349	184
less	23	12
the	3144	0
this	845	0
and	1484	0
read	121	24
thing	69	22
light	263	0
down	45	0
like	247	0
the	3144	73
alarm	830	0
end	18	0
more	117	0
short	18	3
big	48	10
press	39	9
adjust	32	6
ever	24	4
just	183	0
long	32	0
send	0	11
setting	73	26
activate	16	0
they	178	0
work	206	44
push	29	0
begin	6	6
specifically	0	3
would	206	72
time	500	243
very	273	0
design	36	21
useless	0	8
double	2	1
could	72	31
suit	4	0
wake	237	0
time	500	0
another	66	0
and	1484	0
address	3	0
and	1484	0
that	642	0
the	3144	0
hardwire	0	3
you	682	0
this	845	0
rrb	335	0
for	807	134
theme	5	0
sound	249	0
alarm	830	0
everything	23	9
even	88	28
complain	12	0
press	39	15
but	349	0
what	124	0
all	157	0
good	161	0
the	3144	0
increment	5	1
and	1484	0
ago	24	0
just	183	32
the	3144	0
clock	1098	403
top	25	3
could	72	0
even	88	0
the	3144	1614
with	392	18
clock	1098	0
say	76	0
not	680	79
try	39	9
have	946	134
signal	14	0
highly	33	0
when	235	25
hard	36	0
year	146	21
unacceptable	1	1
very	273	91
converter	1	1
the	3144	1278
and	1484	0
cover	19	0
the	3144	1293
huge	16	0
unused	0	2
not	680	396
these	55	0
recommend	69	0
house	23	0
excite	0	3
would	206	138
have	946	0
light	263	110
wakeup	0	1
put	45	22
and	1484	0
have	946	234
but	349	44
athletic	1	0
lrb	291	0
dial	32	12
use	278	0
minute	90	0
high	20	2
other	130	4
vibrate	17	0
anymore	5	0
have	946	328
the	3144	1353
off	188	0
improvement	4	0
the	3144	0
time	500	212
orb	2	0
reset	31	9
and	1484	345
hour	54	30
the	3144	0
you	682	0
only	186	0
sooo	3	0
decrease	1	0
only	186	1
older	5	1
before	35	8
get	222	0
like	247	51
announce	1	0
heart	11	0
nothing	16	0
too	119	37
the	3144	677
